Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through,predicted_tier,recommended_discount,discount_reason,revenue_eur,discounted_revenue_eur,sell_through_pct
WP-00079,Patch Quilted Pants,SS25,102.99,Pants,S,264,15,Patch,Women,Free Blue,0,alpha,0.054,dead_stock,50,Urgent clearance — 50% discount,1544.85,1544.85,5.4
WS-00135,Circular Quilted T-Shirt,SS25,82.99,T-Shirt,S,51,25,Circular,Women,Bright Red,0,alpha,0.329,dead_stock,30,Clear before season end — 30% discount,2074.75,2074.75,32.9
S-00163,Rainforest Heritage T-Shirt,FS24,58.99,T-Shirt,XL,46,237,Rainforest,Men,Bright Red,20,alpha,0.837,fast_mover,0,Restock — no discount needed,13980.630000000001,11184.504,83.7
WP-00080,Rainforest Stretch Pants,SS25,157.99,Pants,L,236,33,Rainforest,Women,Orange Tangerine,0,alpha,0.123,dead_stock,50,Urgent clearance — 50% discount,5213.67,5213.67,12.3
WP-00081,Circular Stripe Pants,SS25,91.99,Pants,M,305,42,Circular,Women,Khaki,0,alpha,0.121,dead_stock,50,Urgent clearance — 50% discount,3863.58,3863.58,12.1
L-00119,Tribe Logo Sweatshirt,SS25,139.99,Sweatshirt,XXL,336,119,Tribe,Men,Caviar,0,alpha,0.262,average,20,Moderate push — 20% discount,16658.81,16658.81,26.2
M-00072,Rainforest Shirt,FS24,135.99,Shirt,M,212,370,Rainforest,Men,Caviar,20,alpha,0.636,fast_mover,0,Restock — no discount needed,50316.3,40253.04000000001,63.6
WS-00137,Iconic T-Shirt,FS24,60.99,T-Shirt,XL,88,156,Iconic,Women,Petit Four,20,alpha,0.639,fast_mover,0,Restock — no discount needed,9514.44,7611.552000000001,63.9
W\00040,Box Logo Shoes,SS25,101.99,Shoes,41,119,8,Box Logo,Women,Old Rose,0,numeric,0.063,dead_stock,50,Urgent clearance — 50% discount,815.92,815.92,6.3
PS-00070,Tribe Polo,SS25,70.99,Polo,L,91,87,Tribe,Men,Blue Marine,0,alpha,0.489,dead_stock,30,Clear before season end — 30% discount,6176.129999999999,6176.129999999999,48.9
L-00121,Box Logo Sweatshirt,FS24,167.99,Sweatshirt,XL,37,461,Box Logo,Men,Bright Red,40,alpha,0.926,fast_mover,0,Restock — no discount needed,77443.39,46466.034,92.6
WPS-00065,Geographic Graphic Polo,SS25,84.99,Polo,XXL,97,28,Geographic,Women,Blue Marine,0,alpha,0.224,dead_stock,30,Clear before season end — 30% discount,2379.72,2379.72,22.4
GlovesCircular-0003,Circular Gloves,FS24,43.99,Accessories,L,16,48,Circular,Men,Grey Melange,30,alpha,0.75,fast_mover,0,Restock — no discount needed,2111.52,1478.0639999999999,75.0
W\00041,Trail Shoes,FS24,132.99,Shoes,39,43,276,Trail,Women,Navy,20,numeric,0.865,fast_mover,0,Restock — no discount needed,36705.240000000005,29364.192000000003,86.5
N-00066,Iconic Shorts,SS25,88.99,Shorts,S,47,12,Iconic,Men,Old Rose,0,alpha,0.203,dead_stock,30,Clear before season end — 30% discount,1067.8799999999999,1067.8799999999999,20.3
WS-00139,Tribe Half-Zip T-Shirt,SS25,65.99,T-Shirt,XXL,165,65,Tribe,Women,Orange Tangerine,0,alpha,0.283,dead_stock,30,Clear before season end — 30% discount,4289.349999999999,4289.349999999999,28.3
N-00067,Box Logo Shorts,SS25,49.99,Shorts,XL,102,118,Box Logo,Men,Yellow Sunshine,0,alpha,0.536,average,10,Light stimulus — 10% discount,5898.820000000001,5898.820000000001,53.6
PS-00071,Tribe Stretch Polo,SS25,75.99,Polo,S,237,36,Tribe,Men,Blue Marine,0,alpha,0.132,dead_stock,50,Urgent clearance — 50% discount,2735.64,2735.64,13.2
\00061,Slate Heritage Shoes,SS25,97.99,Shoes,40,195,197,Slate,Men,Grey Melange,0,numeric,0.503,average,10,Light stimulus — 10% discount,19304.03,19304.03,50.3
W\00043,Cresta Stretch Shoes,FS24,146.99,Shoes,38,156,375,Cresta,Women,Bright Red,30,numeric,0.706,fast_mover,0,Restock — no discount needed,55121.25,38584.875,70.6
PS-00072,Tribe Stretch Polo,SS25,108.99,Polo,XS,329,130,Tribe,Men,Forest Green,0,alpha,0.283,dead_stock,30,Clear before season end — 30% discount,14168.699999999999,14168.699999999999,28.3
L-00122,Circular Stripe Sweatshirt,FS24,143.99,Sweatshirt,S,5,60,Circular,Men,Yellow Sunshine,20,alpha,0.923,fast_mover,0,Restock — no discount needed,8639.400000000001,6911.52,92.3
WN-00041,Geographic Shorts,FS24,60.99,Shorts,XXL,82,146,Geographic,Women,Caviar,10,alpha,0.64,fast_mover,0,Restock — no discount needed,8904.54,8014.086000000001,64.0
S-00167,Morgex Stripe T-Shirt,SS25,65.99,T-Shirt,XS,161,41,Morgex,Men,Old Rose,0,alpha,0.203,dead_stock,30,Clear before season end — 30% discount,2705.5899999999997,2705.5899999999997,20.3
S-00168,Box Logo Stretch T-Shirt,SS25,94.99,T-Shirt,XS,341,187,Box Logo,Men,Free Blue,0,alpha,0.354,dead_stock,30,Clear before season end — 30% discount,17763.129999999997,17763.129999999997,35.4
W\00044,Box Logo Stripe Shoes,SS25,136.99,Shoes,39,247,45,Box Logo,Women,Green Lichen,0,numeric,0.154,dead_stock,30,Clear before season end — 30% discount,6164.55,6164.55,15.4
WM-00069,Patch Half-Zip Shirt,FS24,127.99,Shirt,XL,59,320,Patch,Women,Burgundy,30,alpha,0.844,fast_mover,0,Restock — no discount needed,40956.799999999996,28669.759999999995,84.4
\00062,Trail Logo Shoes,SS25,193.99,Shoes,46,361,179,Trail,Men,Bright Red,0,numeric,0.331,dead_stock,30,Clear before season end — 30% discount,34724.21,34724.21,33.1
W\00045,Cresta Shoes,SS25,130.99,Shoes,40,409,172,Cresta,Women,Caviar,0,numeric,0.296,dead_stock,30,Clear before season end — 30% discount,22530.280000000002,22530.280000000002,29.6
WL-00115,Tribe Graphic Sweatshirt,SS25,109.99,Sweatshirt,XL,59,43,Tribe,Women,Burgundy,0,alpha,0.422,average,10,Light stimulus — 10% discount,4729.57,4729.57,42.2
L-00123,Iconic Graphic Sweatshirt,FS24,152.99,Sweatshirt,XXL,42,164,Iconic,Men,Khaki,15,alpha,0.796,fast_mover,0,Restock — no discount needed,25090.36,21326.806,79.6
WP-00084,Patch Stretch Pants,SS25,125.99,Pants,XXL,41,39,Patch,Women,Olive,0,alpha,0.488,dead_stock,30,Clear before season end — 30% discount,4913.61,4913.61,48.8
WS-00142,Geographic Stripe T-Shirt,FS24,76.99,T-Shirt,XXL,14,45,Geographic,Women,Bright White,20,alpha,0.763,fast_mover,0,Restock — no discount needed,3464.5499999999997,2771.64,76.3
WPS-00066,Circular Half-Zip Polo,SS25,76.99,Polo,XS,64,12,Circular,Women,Petit Four,0,alpha,0.158,dead_stock,30,Clear before season end — 30% discount,923.8799999999999,923.8799999999999,15.8
\00063,Slate Logo Shoes,FS24,195.99,Shoes,41,93,209,Slate,Men,Khaki,20,numeric,0.692,fast_mover,0,Restock — no discount needed,40961.91,32769.528000000006,69.2
WM-00071,Iconic Stripe Shirt,FS24,149.99,Shirt,L,93,156,Iconic,Women,Burgundy,20,alpha,0.627,fast_mover,0,Restock — no discount needed,23398.440000000002,18718.752000000004,62.7
S-00174,Morgex Logo T-Shirt,SS25,34.99,T-Shirt,M,117,108,Morgex,Men,Beige Sand,0,alpha,0.48,dead_stock,30,Clear before season end — 30% discount,3778.92,3778.92,48.0
S-00175,Circular T-Shirt,FS24,82.99,T-Shirt,XL,135,408,Circular,Men,Old Rose,50,alpha,0.751,fast_mover,0,Restock — no discount needed,33859.92,16929.96,75.1
L-00124,Tribe Half-Zip Sweatshirt,SS25,97.99,Sweatshirt,XS,47,44,Tribe,Men,Green Lichen,0,alpha,0.484,dead_stock,30,Clear before season end — 30% discount,4311.5599999999995,4311.5599999999995,48.4
PS-00074,Morgex Heritage Polo,SS25,100.99,Polo,XXL,61,43,Morgex,Men,Khaki,0,alpha,0.413,dead_stock,30,Clear before season end — 30% discount,4342.57,4342.57,41.3
WS-00143,Circular Heritage T-Shirt,SS25,61.99,T-Shirt,L,398,64,Circular,Women,Black Beauty,0,alpha,0.139,dead_stock,50,Urgent clearance — 50% discount,3967.36,3967.36,13.9
P-00106,Morgex Heritage Pants,SS25,136.99,Pants,XL,354,169,Morgex,Men,Free Blue,0,alpha,0.323,average,20,Moderate push — 20% discount,23151.31,23151.31,32.3
M-00074,Geographic Stretch Shirt,FS24,135.99,Shirt,XL,19,499,Geographic,Men,Old Rose,20,alpha,0.963,fast_mover,0,Restock — no discount needed,67859.01000000001,54287.208000000006,96.3
WN-00042,Rainforest Half-Zip Shorts,FS24,54.99,Shorts,L,23,276,Rainforest,Women,Pale Mint,20,alpha,0.923,fast_mover,0,Restock — no discount needed,15177.24,12141.792000000001,92.3
WM-00072,Rainforest Print Shirt,SS25,127.99,Shirt,XS,122,66,Rainforest,Women,Yellow Sunshine,0,alpha,0.351,dead_stock,30,Clear before season end — 30% discount,8447.34,8447.34,35.1
P-00107,Rainforest Stripe Pants,FS24,159.99,Pants,M,100,475,Rainforest,Men,Blue Marine,30,alpha,0.826,fast_mover,0,Restock — no discount needed,75995.25,53196.674999999996,82.6
\00064,Cresta Graphic Shoes,SS25,177.99,Shoes,40,164,123,Cresta,Men,Orange Tangerine,0,numeric,0.429,dead_stock,30,Clear before season end — 30% discount,21892.77,21892.77,42.9
WPS-00067,Iconic Graphic Polo,SS25,65.99,Polo,XS,138,25,Iconic,Women,Beige Sand,0,alpha,0.153,dead_stock,30,Clear before season end — 30% discount,1649.7499999999998,1649.7499999999998,15.3
WL-00117,Patch Quilted Sweatshirt,FS24,155.99,Sweatshirt,XL,14,68,Patch,Women,Beige Sand,20,alpha,0.829,fast_mover,0,Restock — no discount needed,10607.32,8485.856000000002,82.9
GlovesPatch-0002,Patch Gloves,FS24,68.99,Accessories,One Size,76,396,Patch,Men,Black Beauty,25,alpha,0.839,fast_mover,0,Restock — no discount needed,27320.039999999997,20490.03,83.9
WP-00085,Rainforest Heritage Pants,FS24,100.99,Pants,L,66,232,Rainforest,Women,Black Beauty,10,alpha,0.779,fast_mover,0,Restock — no discount needed,23429.68,21086.712,77.9
S-00177,Iconic Heritage T-Shirt,FS24,72.99,T-Shirt,S,24,51,Iconic,Men,Yellow Sunshine,30,alpha,0.68,fast_mover,0,Restock — no discount needed,3722.49,2605.743,68.0
L-00126,Rainforest Half-Zip Sweatshirt,FS24,110.99,Sweatshirt,XXL,4,64,Rainforest,Men,Beige Sand,10,alpha,0.941,fast_mover,0,Restock — no discount needed,7103.36,6393.023999999999,94.1
L-00128,Morgex Stripe Sweatshirt,SS25,136.99,Sweatshirt,M,92,60,Morgex,Men,Grey Melange,0,alpha,0.395,average,20,Moderate push — 20% discount,8219.400000000001,8219.400000000001,39.5
M-00076,Circular Print Shirt,SS25,139.99,Shirt,M,433,39,Circular,Men,Orange Tangerine,0,alpha,0.083,dead_stock,50,Urgent clearance — 50% discount,5459.610000000001,5459.610000000001,8.3
WN-00043,Morgex Stretch Shorts,SS25,57.99,Shorts,M,150,139,Morgex,Women,Bright Red,0,alpha,0.481,dead_stock,30,Clear before season end — 30% discount,8060.610000000001,8060.610000000001,48.1
WV-00027,Wave Print Swimwear,FS24,68.99,Swimwear,S,53,541,Wave,Women,Orange Tangerine,15,alpha,0.911,fast_mover,0,Restock — no discount needed,37323.59,31725.051499999998,91.1
M-00077,Tribe Stretch Shirt,FS24,89.99,Shirt,L,195,249,Tribe,Men,Khaki,10,alpha,0.561,fast_mover,0,Restock — no discount needed,22407.51,20166.759,56.1
P-00108,Circular Heritage Pants,SS25,105.99,Pants,XXL,284,277,Circular,Men,Yellow Sunshine,0,alpha,0.494,average,10,Light stimulus — 10% discount,29359.23,29359.23,49.4
L-00129,Geographic Stripe Sweatshirt,SS25,129.99,Sweatshirt,M,235,92,Geographic,Men,Burgundy,0,alpha,0.281,average,20,Moderate push — 20% discount,11959.080000000002,11959.080000000002,28.1
V-00034,Wave Heritage Swimwear,FS24,76.99,Swimwear,L,57,378,Wave,Men,Petit Four,40,alpha,0.869,fast_mover,0,Restock — no discount needed,29102.219999999998,17461.332,86.9
V-00035,Box Logo Swimwear,SS25,65.99,Swimwear,L,250,291,Box Logo,Men,Pale Mint,0,alpha,0.538,dead_stock,30,Clear before season end — 30% discount,19203.09,19203.09,53.8
L-00130,Iconic Logo Sweatshirt,FS24,159.99,Sweatshirt,M,22,338,Iconic,Men,Khaki,40,alpha,0.939,fast_mover,0,Restock — no discount needed,54076.62,32445.972,93.9
L-00131,Iconic Sweatshirt,SS25,137.99,Sweatshirt,S,418,130,Iconic,Men,Navy,0,alpha,0.237,dead_stock,30,Clear before season end — 30% discount,17938.7,17938.7,23.7
M-00078,Rainforest Graphic Shirt,FS24,93.99,Shirt,XL,7,160,Rainforest,Men,Petit Four,15,alpha,0.958,fast_mover,0,Restock — no discount needed,15038.4,12782.64,95.8
V-00036,Sun-Lover Heritage Swimwear,SS25,75.99,Swimwear,M,224,99,Sun-Lover,Men,Green Lichen,0,alpha,0.307,dead_stock,30,Clear before season end — 30% discount,7523.009999999999,7523.009999999999,30.7
WM-00074,Circular Stripe Shirt,FS24,139.99,Shirt,L,144,216,Circular,Women,Burgundy,25,alpha,0.6,fast_mover,0,Restock — no discount needed,30237.840000000004,22678.38,60.0
WS-00147,Box Logo Print T-Shirt,SS25,40.99,T-Shirt,M,480,108,Box Logo,Women,White Whisper,0,alpha,0.184,dead_stock,30,Clear before season end — 30% discount,4426.92,4426.92,18.4
N-00068,Circular Shorts,SS25,85.99,Shorts,XXL,45,5,Circular,Men,Beige Sand,0,alpha,0.1,dead_stock,50,Urgent clearance — 50% discount,429.95,429.95,10.0
WM-00075,Box Logo Logo Shirt,FS24,133.99,Shirt,S,114,480,Box Logo,Women,Petit Four,30,alpha,0.808,fast_mover,0,Restock — no discount needed,64315.200000000004,45020.64,80.8
PS-00075,Circular Stripe Polo,FS24,103.99,Polo,L,14,49,Circular,Men,Yellow Sunshine,15,alpha,0.778,fast_mover,0,Restock — no discount needed,5095.509999999999,4331.1835,77.8
PS-00076,Rainforest Half-Zip Polo,FS24,96.99,Polo,L,43,394,Rainforest,Men,Snow White,20,alpha,0.902,fast_mover,0,Restock — no discount needed,38214.06,30571.248,90.2
WP-00087,Iconic Logo Pants,FS24,115.99,Pants,L,109,252,Iconic,Women,Olive,15,alpha,0.698,fast_mover,0,Restock — no discount needed,29229.48,24845.057999999997,69.8
PS-00077,Tribe Logo Polo,FS24,100.99,Polo,XXL,28,78,Tribe,Men,Caviar,50,alpha,0.736,fast_mover,0,Restock — no discount needed,7877.219999999999,3938.6099999999997,73.6
WV-00028,Wave Stripe Swimwear,FS24,72.99,Swimwear,L,35,96,Wave,Women,Free Blue,10,alpha,0.733,fast_mover,0,Restock — no discount needed,7007.039999999999,6306.336,73.3
WM-00076,Morgex Half-Zip Shirt,SS25,112.99,Shirt,S,370,199,Morgex,Women,Orange Tangerine,0,alpha,0.35,dead_stock,30,Clear before season end — 30% discount,22485.01,22485.01,35.0
N-00069,Geographic Shorts,FS24,64.99,Shorts,S,47,193,Geographic,Men,Navy,40,alpha,0.804,fast_mover,0,Restock — no discount needed,12543.07,7525.841999999999,80.4
WP-00088,Morgex Pants,SS25,111.99,Pants,L,255,39,Morgex,Women,Yellow Sunshine,0,alpha,0.133,average,20,Moderate push — 20% discount,4367.61,4367.61,13.3
WP-00089,Circular Print Pants,SS25,147.99,Pants,M,331,210,Circular,Women,Bright White,0,alpha,0.388,dead_stock,30,Clear before season end — 30% discount,31077.9,31077.9,38.8
M-00079,Circular Half-Zip Shirt,FS24,129.99,Shirt,XL,61,393,Circular,Men,Stone Grey,50,alpha,0.866,fast_mover,0,Restock — no discount needed,51086.07000000001,25543.035000000003,86.6
WL-00120,Rainforest Half-Zip Sweatshirt,SS25,103.99,Sweatshirt,S,220,196,Rainforest,Women,Bright White,0,alpha,0.471,dead_stock,30,Clear before season end — 30% discount,20382.039999999997,20382.039999999997,47.1
S-00182,Circular Logo T-Shirt,FS24,65.99,T-Shirt,M,20,36,Circular,Men,Caviar,20,alpha,0.643,fast_mover,0,Restock — no discount needed,2375.64,1900.5120000000002,64.3
N-00070,Rainforest Stripe Shorts,SS25,68.99,Shorts,XXL,255,35,Rainforest,Men,Bright Red,0,alpha,0.121,dead_stock,50,Urgent clearance — 50% discount,2414.6499999999996,2414.6499999999996,12.1
\00065,Slate Logo Shoes,FS24,136.99,Shoes,43,203,311,Slate,Men,Orange Tangerine,20,numeric,0.605,fast_mover,0,Restock — no discount needed,42603.89,34083.112,60.5
\00066,Box Logo Heritage Shoes,FS24,159.99,Shoes,44,5,76,Box Logo,Men,Green Lichen,20,numeric,0.938,fast_mover,0,Restock — no discount needed,12159.240000000002,9727.392000000002,93.8
\00067,Slate Print Shoes,SS25,207.99,Shoes,42,197,12,Slate,Men,Old Rose,0,numeric,0.057,average,20,Moderate push — 20% discount,2495.88,2495.88,5.7
S-00183,Morgex Quilted T-Shirt,SS25,47.99,T-Shirt,XL,438,135,Morgex,Men,White Whisper,0,alpha,0.236,average,20,Moderate push — 20% discount,6478.650000000001,6478.650000000001,23.6
WN-00044,Box Logo Stretch Shorts,SS25,73.99,Shorts,S,286,204,Box Logo,Women,Pale Mint,0,alpha,0.416,dead_stock,30,Clear before season end — 30% discount,15093.96,15093.96,41.6
WL-00122,Rainforest Print Sweatshirt,FS24,167.99,Sweatshirt,M,70,308,Rainforest,Women,Old Rose,30,alpha,0.815,fast_mover,0,Restock — no discount needed,51740.920000000006,36218.644,81.5
WV-00029,Sun-Lover Print Swimwear,SS25,78.99,Swimwear,XS,306,105,Sun-Lover,Women,Yellow Sunshine,0,alpha,0.255,average,20,Moderate push — 20% discount,8293.949999999999,8293.949999999999,25.5
M-00080,Morgex Quilted Shirt,SS25,145.99,Shirt,S,60,47,Morgex,Men,Green Lichen,0,alpha,0.439,dead_stock,30,Clear before season end — 30% discount,6861.530000000001,6861.530000000001,43.9
WSocksCircular-0002,Circular Socks,SS25,72.99,Accessories,One Size,183,198,Circular,Women,Snow White,0,alpha,0.52,dead_stock,30,Clear before season end — 30% discount,14452.019999999999,14452.019999999999,52.0
WBucketHatBoxLogo-0001,Box Logo Bucket Hat,SS25,43.99,Accessories,One Size,237,203,Box Logo,Women,Olive,0,alpha,0.461,dead_stock,30,Clear before season end — 30% discount,8929.970000000001,8929.970000000001,46.1
P-00110,Rainforest Stripe Pants,FS24,140.99,Pants,XXL,33,247,Rainforest,Men,Free Blue,20,alpha,0.882,fast_mover,0,Restock — no discount needed,34824.53,27859.624000000003,88.2
V-00039,Sun-Lover Swimwear,FS24,46.99,Swimwear,S,20,80,Sun-Lover,Men,Forest Green,15,alpha,0.8,fast_mover,0,Restock — no discount needed,3759.2000000000003,3195.3199999999997,80.0
L-00133,Circular Half-Zip Sweatshirt,SS25,164.99,Sweatshirt,XXL,168,181,Circular,Men,Snow White,0,alpha,0.519,dead_stock,30,Clear before season end — 30% discount,29863.190000000002,29863.190000000002,51.9
S-00185,Box Logo Stretch T-Shirt,SS25,46.99,T-Shirt,L,99,8,Box Logo,Men,Free Blue,0,alpha,0.075,dead_stock,50,Urgent clearance — 50% discount,375.92,375.92,7.5
N-00071,Patch Graphic Shorts,SS25,59.99,Shorts,XS,420,45,Patch,Men,Bright Red,0,alpha,0.097,dead_stock,50,Urgent clearance — 50% discount,2699.55,2699.55,9.7
W\00048,Cresta Heritage Shoes,SS25,166.99,Shoes,40,161,163,Cresta,Women,Bright White,0,numeric,0.503,dead_stock,30,Clear before season end — 30% discount,27219.370000000003,27219.370000000003,50.3
WN-00045,Box Logo Stretch Shorts,FS24,72.99,Shorts,XL,17,25,Box Logo,Women,Burgundy,25,alpha,0.595,fast_mover,0,Restock — no discount needed,1824.7499999999998,1368.5624999999998,59.5
N-00072,Tribe Quilted Shorts,SS25,92.99,Shorts,M,453,104,Tribe,Men,Beige Sand,0,alpha,0.187,dead_stock,30,Clear before season end — 30% discount,9670.96,9670.96,18.7
WM-00078,Iconic Stretch Shirt,FS24,113.99,Shirt,XL,70,198,Iconic,Women,Orange Tangerine,40,alpha,0.739,fast_mover,0,Restock — no discount needed,22570.02,13542.011999999999,73.9
PS-00078,Box Logo Logo Polo,FS24,97.99,Polo,XS,29,52,Box Logo,Men,Forest Green,20,alpha,0.642,fast_mover,0,Restock — no discount needed,5095.48,4076.384,64.2
M-00083,Tribe Print Shirt,FS24,123.99,Shirt,M,46,64,Tribe,Men,Grey Melange,10,alpha,0.582,fast_mover,0,Restock — no discount needed,7935.36,7141.824,58.2
S-00187,Tribe Stripe T-Shirt,FS24,84.99,T-Shirt,L,16,130,Tribe,Men,Orange Tangerine,10,alpha,0.89,fast_mover,0,Restock — no discount needed,11048.699999999999,9943.83,89.0
BeanieRainforest-0001,Rainforest Beanie,FS24,44.99,Accessories,One Size,20,57,Rainforest,Men,Caviar,25,alpha,0.74,fast_mover,0,Restock — no discount needed,2564.4300000000003,1923.3225,74.0
WS-00153,Patch Heritage T-Shirt,FS24,54.99,T-Shirt,XS,50,77,Patch,Women,Burgundy,20,alpha,0.606,fast_mover,0,Restock — no discount needed,4234.2300000000005,3387.3840000000005,60.6
V-00041,Box Logo Stripe Swimwear,SS25,78.99,Swimwear,M,316,24,Box Logo,Men,Old Rose,0,alpha,0.071,dead_stock,50,Urgent clearance — 50% discount,1895.7599999999998,1895.7599999999998,7.1
M-00084,Morgex Stretch Shirt,SS25,120.99,Shirt,XS,136,93,Morgex,Men,Snow White,0,alpha,0.406,dead_stock,30,Clear before season end — 30% discount,11252.07,11252.07,40.6
\00068,Cresta Stretch Shoes,SS25,122.99,Shoes,40,185,180,Cresta,Men,Free Blue,0,numeric,0.493,dead_stock,30,Clear before season end — 30% discount,22138.2,22138.2,49.3
L-00135,Patch Half-Zip Sweatshirt,SS25,114.99,Sweatshirt,M,266,27,Patch,Men,Caviar,0,alpha,0.092,average,20,Moderate push — 20% discount,3104.73,3104.73,9.2
V-00042,Sun-Lover Graphic Swimwear,SS25,77.99,Swimwear,XXL,163,69,Sun-Lover,Men,Snow White,0,alpha,0.297,dead_stock,30,Clear before season end — 30% discount,5381.3099999999995,5381.3099999999995,29.7
P-00113,Iconic Logo Pants,SS25,94.99,Pants,S,170,125,Iconic,Men,Pale Mint,0,alpha,0.424,dead_stock,30,Clear before season end — 30% discount,11873.75,11873.75,42.4
WV-00032,Sun-Lover Swimwear,SS25,53.99,Swimwear,L,86,80,Sun-Lover,Women,Old Rose,0,alpha,0.482,dead_stock,30,Clear before season end — 30% discount,4319.2,4319.2,48.2
WM-00080,Morgex Logo Shirt,SS25,102.99,Shirt,XXL,339,99,Morgex,Women,Yellow Sunshine,0,alpha,0.226,average,20,Moderate push — 20% discount,10196.01,10196.01,22.6
\00069,Trail Graphic Shoes,FS24,95.99,Shoes,43,12,31,Trail,Men,Orange Tangerine,40,numeric,0.721,fast_mover,0,Restock — no discount needed,2975.69,1785.4139999999998,72.1
S-00192,Box Logo Graphic T-Shirt,FS24,90.99,T-Shirt,XS,61,123,Box Logo,Men,Yellow Sunshine,15,alpha,0.668,fast_mover,0,Restock — no discount needed,11191.769999999999,9513.0045,66.8
S-00193,Rainforest Stretch T-Shirt,SS25,63.99,T-Shirt,XL,220,130,Rainforest,Men,Stone Grey,0,alpha,0.371,dead_stock,30,Clear before season end — 30% discount,8318.7,8318.7,37.1
S-00194,Morgex T-Shirt,SS25,70.99,T-Shirt,XS,144,143,Morgex,Men,Caviar,0,alpha,0.498,average,10,Light stimulus — 10% discount,10151.57,10151.57,49.8
WPS-00071,Circular Logo Polo,FS24,103.99,Polo,L,91,199,Circular,Women,Pale Mint,10,alpha,0.686,fast_mover,0,Restock — no discount needed,20694.01,18624.609,68.6
WPS-00072,Patch Half-Zip Polo,SS25,64.99,Polo,M,408,50,Patch,Women,Blue Marine,0,alpha,0.109,dead_stock,50,Urgent clearance — 50% discount,3249.4999999999995,3249.4999999999995,10.9
PS-00080,Rainforest Half-Zip Polo,SS25,79.99,Polo,M,145,16,Rainforest,Men,Beige Sand,0,alpha,0.099,dead_stock,50,Urgent clearance — 50% discount,1279.84,1279.84,9.9
L-00137,Circular Half-Zip Sweatshirt,SS25,158.99,Sweatshirt,XS,134,140,Circular,Men,Old Rose,0,alpha,0.511,dead_stock,30,Clear before season end — 30% discount,22258.600000000002,22258.600000000002,51.1
S-00195,Tribe Logo T-Shirt,SS25,86.99,T-Shirt,S,214,28,Tribe,Men,White Whisper,0,alpha,0.116,dead_stock,50,Urgent clearance — 50% discount,2435.72,2435.72,11.6
L-00138,Tribe Logo Sweatshirt,SS25,109.99,Sweatshirt,XS,264,151,Tribe,Men,Olive,0,alpha,0.364,dead_stock,30,Clear before season end — 30% discount,16608.489999999998,16608.489999999998,36.4
W\00051,Box Logo Shoes,SS25,204.99,Shoes,42,400,125,Box Logo,Women,Bright White,0,numeric,0.238,average,20,Moderate push — 20% discount,25623.75,25623.75,23.8
M-00086,Geographic Heritage Shirt,FS24,111.99,Shirt,S,179,296,Geographic,Men,Khaki,40,alpha,0.623,fast_mover,0,Restock — no discount needed,33149.04,19889.423999999995,62.3
WV-00033,Wave Logo Swimwear,SS25,45.99,Swimwear,XXL,365,90,Wave,Women,Khaki,0,alpha,0.198,dead_stock,30,Clear before season end — 30% discount,4139.1,4139.1,19.8
N-00074,Iconic Shorts,SS25,57.99,Shorts,XXL,160,115,Iconic,Men,Bright Red,0,alpha,0.418,dead_stock,30,Clear before season end — 30% discount,6668.85,6668.85,41.8
WL-00124,Patch Stripe Sweatshirt,SS25,99.99,Sweatshirt,S,284,258,Patch,Women,Petit Four,0,alpha,0.476,dead_stock,30,Clear before season end — 30% discount,25797.42,25797.42,47.6
N-00075,Patch Stretch Shorts,SS25,66.99,Shorts,XXL,65,5,Patch,Men,Yellow Sunshine,0,alpha,0.071,dead_stock,50,Urgent clearance — 50% discount,334.95,334.95,7.1
WS-00156,Box Logo Quilted T-Shirt,SS25,44.99,T-Shirt,M,112,11,Box Logo,Women,Black Beauty,0,alpha,0.089,dead_stock,50,Urgent clearance — 50% discount,494.89000000000004,494.89000000000004,8.9
S-00197,Iconic Half-Zip T-Shirt,FS24,81.99,T-Shirt,XXL,10,56,Iconic,Men,Yellow Sunshine,10,alpha,0.848,fast_mover,0,Restock — no discount needed,4591.44,4132.296,84.8
W\00052,Slate Shoes,FS24,156.99,Shoes,38,132,322,Slate,Women,Green Lichen,30,numeric,0.709,fast_mover,0,Restock — no discount needed,50550.780000000006,35385.546,70.9
WS-00157,Morgex Quilted T-Shirt,SS25,57.99,T-Shirt,M,69,21,Morgex,Women,Stone Grey,0,alpha,0.233,dead_stock,30,Clear before season end — 30% discount,1217.79,1217.79,23.3
V-00043,Wave Swimwear,SS25,74.99,Swimwear,XXL,386,70,Wave,Men,White Whisper,0,alpha,0.154,average,20,Moderate push — 20% discount,5249.299999999999,5249.299999999999,15.4
PS-00082,Geographic Logo Polo,FS24,97.99,Polo,S,63,364,Geographic,Men,Petit Four,20,alpha,0.852,fast_mover,0,Restock — no discount needed,35668.36,28534.688,85.2
WP-00091,Geographic Logo Pants,FS24,91.99,Pants,S,62,407,Geographic,Women,Stone Grey,20,alpha,0.868,fast_mover,0,Restock — no discount needed,37439.93,29951.944,86.8
S-00200,Circular Graphic T-Shirt,SS25,83.99,T-Shirt,M,89,35,Circular,Men,Beige Sand,0,alpha,0.282,dead_stock,30,Clear before season end — 30% discount,2939.6499999999996,2939.6499999999996,28.2
N-00076,Patch Shorts,SS25,61.99,Shorts,M,90,36,Patch,Men,Old Rose,0,alpha,0.286,dead_stock,30,Clear before season end — 30% discount,2231.64,2231.64,28.6
